"","title","year","length","rating","votes"
"6998","Boss Nigger",1975,87,4.6,48
"7038","Boudica",2003,83,5.7,138
"7042","Boulder Dam",1936,70,6.1,14
"7045","Boulet, Le",2002,107,5.6,651
"7064","Bound by Honor",1993,190,7.4,2499
"7069","Bounty",2002,17,8,6
"7072","Bounty Hunters",1997,98,4.9,76
"7074","Bounty Tracker",1993,86,4.3,84
"7079","Bourne Identity, The",2002,119,7.3,29871
"7080","Bourne Supremacy, The",2004,108,7.3,19878
"7156","Boy s tenyu",2005,132,4.8,77
"7183","Boys On the Run",2001,97,5.3,36
"7216","Braddock: Missing in Action III",1988,101,3.4,582
"7250","Brannigan",1975,111,5.7,582
"7268","Brat 2",2000,122,6.7,528
"7288","Braveheart",1995,177,8.3,92437
"7307","Breakaway",1996,95,4,38
"7308","Breakdown",1997,95,6.7,7099
"7310","Breaker! Breaker!",1977,86,3.2,257
"7319","Breakheart Pass",1975,95,6.2,547
"7328","Breaking Loose",1988,87,2.8,12
"7340","Breakout",1975,96,5.7,349
"7349","Breathing Fire",1991,74,3.7,59
"7356","Breathless",1983,97,5.3,1424
"7358","Breed Apart, A",1984,95,4.8,220
"7359","Breed, The",2001,91,4.7,582
"7422","Bridge Too Far, A",1977,176,7,5527
"7424","Bridge at Remagen, The",1969,115,6.5,631
"7425","Bridge of Dragons",1999,95,3.7,373
"7446","Brigada explosiva",1986,85,3.2,30
"7447","Brigada explosiva contra los ninjas",1986,70,3,17
"7455","Brigante di Tacca del Lupo, Il",1952,82,7.2,5
"7503","Broadcast 23",2005,7,5.7,18
"7539","Broken Allegiance",2002,23,5.8,30
"7541","Broken Arrow",1996,108,5.7,14415
"7575","Bronson Lee, Champion",1978,81,6.8,5
"7581","Bronx War, The",1990,91,4.3,23
"7588","Brooklyn Sonnet",2000,95,5.9,25
"7589","Brooklyn State of Mind, A",1997,89,5.7,66
"7614","Brotherhood of Death",1976,90,4.6,21
"7634","Brown on Resolution",1935,70,7.4,18
"7642","Bruce Le's Greatest Revenge",1978,94,7.8,10
"7644","Bruce Lee Fights Back from the Grave",1976,84,2.4,52
"7645","Bruce Lee and Kung Fu Mania",1992,85,6.3,15
"7646","Bruce Lee's Ways of Kung Fu",1982,87,6.5,5
"7648","Bruce the Super Hero",1979,88,6.3,9
"7649","Bruce's Fingers",1980,91,5.4,15
"7650","Bruce's Fists of Vengeance",1984,87,2.2,6
"7688","Bu ze shou duan",1978,81,3.9,12
"7703","Buccaneer's Girl",1950,77,5.2,18
"7718","Buck and the Magic Bracelet",1999,99,2,8
"7750","Buena Sorte",1996,104,5.3,12
"7772","Buffy the Vampire Slayer",1992,86,5.4,6825
"7777","Bug Buster",1998,93,2.9,268
"7799","Bui bun si mun",1980,92,7.1,17
"7827","Bullet",1996,98,5,672
"7834","Bullet for Pretty Boy, A",1970,89,3.5,31
"7840","Bulletproof",1988,93,3.8,155
"7841","Bulletproof",1996,84,5.4,3613
"7842","Bulletproof Monk",2003,104,5.2,5405
"7849","Bullies",1986,90,4.5,80
"7850","Bullitt",1968,113,7.3,6191
"7897","Buono, il brutto, il cattivo, Il",1966,180,8.8,30224
"7915","Burisuta",2000,108,6.2,10
"7938","Burning Rubber",1981,85,2.9,10
"7942","Burning Train, The",1980,142,4.4,17
"7954","Bury Me an Angel",1972,84,4.9,30
"7974","Bushido Blade, The",1981,104,5.4,60
"8019","Butter",1998,101,2.9,83
"8079","C'era una volta la legge",1979,98,4.2,6
"8099","C.I.D.",1956,146,6.4,15
"8104","CIA Code Name: Alexa",1993,93,3.9,101
"8105","CIA II: Target Alexa",1994,90,3.6,80
"8120","Cabeza de Vaca",1991,111,7,204
"8134","Caboblanco",1980,87,4.6,102
"8140","Caccia allo scorpione d'oro",1991,100,4.9,5
"8141","Caccia tragica",1947,80,6.6,14
"8170","Cadena perpetua",1979,95,7.5,14
"8190","Cage II",1994,106,3.1,50
"8200","Caged - Le prede umane",1992,87,5.2,29
"8201","Caged Fear",1992,100,4.3,50
"8203","Caged Fury",1989,86,3.1,66
"8205","Caged Heat",1974,83,4.9,295
"8206","Caged Heat 3000",1995,85,2.9,73
"8207","Caged Heat II: Stripped of Freedom",1994,72,2.6,72
"8213","Cai shu zhi huang sao qian jun",1991,47,4.3,14
"8217","Cain's Cutthroats",1971,87,4.3,15
"8225","Caja 507, La",2002,112,7.1,293
"8263","California Straight Ahead!",1937,67,4,23
"8270","Caligula et Messaline",1982,111,2.1,44
"8291","Call of the Wild, The",1908,16,3.3,5
"8292","Call of the Wild, The",1935,81,6.6,150
"8366","Camino largo a Tijuana",1991,92,6.3,17
"8384","Camp X-Ray: Ghosts of Guantanamo",2004,125,5.5,8
"8432","Canadian Mounties vs. Atomic Invaders",1953,167,5.3,13
"8461","Candy Tangerine Man",1975,95,5,25
"8466","Cane arrabbiato",1985,91,5.7,15
"8469","Cangaceiro, O",1953,105,7.8,62
"8470","Cangaceiro, O",1997,120,7.2,27
"8475","Canicule",1984,101,5.3,94
"8490","Cannibal Women in the Avocado Jungle of Death",1989,90,4.1,538
"8495","Cannonball",1976,90,4.9,619
"8496","Cannonball Run II",1984,96,3.9,2619
"8497","Cannonball Run, The",1981,95,5.4,5110
"8501","Canon City",1948,82,7,44
"8523","Caper of the Golden Bulls, The",1967,102,4,17
"8530","Capitaine Fracasse, Le",1961,108,6.4,39
"8554","Captain America",1944,244,5.5,48
"8555","Captain America",1991,97,2.8,1395
"8558","Captain Blood",1935,99,7.7,1683
"8561","Captain Caution",1940,84,5.8,17
"8566","Captain Fury",1939,91,5.7,11
"8569","Captain Horatio Hornblower R.N.",1951,117,7.4,827
"8576","Captain Kidd",1945,90,6.4,133
"8577","Captain Kidd and the Slave Girl",1954,82,5.5,5
"8590","Captain Sindbad",1963,85,4.2,115
"8594","Captain Valedor versus the Spider Queen",2004,4,8.5,10
"8616","Captured",2000,95,2.7,201
"8623","Car 99",1935,67,7.6,10
"8711","Carman: The Champion",2001,82,4.6,412
"8738","Carnaval des barbouzes, Le",1966,94,5.4,21
"8761","Carnival of Wolves",1996,103,3.9,13
"8766","Carnosaur 2",1995,83,3.2,237
"8767","Carnosaur 3: Primal Species",1996,85,2.7,202
"8834","Cartagine in fiamme",1960,105,4.7,18
"8840","Cartel",1990,106,2.8,36
"8848","Cartouche",1962,114,6.8,274
"8885","Casablanca Express",1988,85,3.2,71
"8904","Cascadeur",1998,106,4.3,121
"8935","Casino Royale",1967,131,5.3,4173
"8950","Cassandra Crossing, The",1976,129,5.9,1014
"8951","Casse, Le",1971,120,5.9,144
"8953","Casshern",2004,141,6.5,1237
"8976","Castlerock",2000,81,4.1,30
"8989","Cat Chaser",1989,98,5.1,204
"9032","Catch Me If You Can",1989,106,5.1,93
"9035","Catch That Kid",2004,91,4.5,598
"9038","Catch the Heat",1987,88,5.8,16
"9041","Catchfire",1990,95,5.3,612
"9056","Catman in Boxer's Blow",1993,90,6,23
"9057","Catman in Lethal Track",1990,90,4.7,28
"9082","Catwoman",2004,104,3.4,8815
"9119","Cavaliere dei cento volti, Il",1960,75,6.1,9
"9121","Cavaliere misterioso, Il",1948,90,6.1,11
"9124","Cavaliers de l'orage, Les",1984,100,5,8
"9132","Caveman",1981,91,5.3,1186
"9139","Cazadores, Los",1974,104,5.1,83
"9140","Ce ma ru lin",1984,115,8.5,7
"9168","Cellular",2004,94,6.4,6182
"9180","Cemetery High",1989,80,2.7,50
"9192","Cent mille dollars au soleil",1964,122,7.2,122
"9195","Center of the Web",1992,91,4.5,37
"9202","Centipede!",2004,90,3.6,35
"9228","Certain Fury",1985,87,3.5,63
"9242","Cesta peklem",1995,85,2.6,11
"9246","Cetverored",1999,123,3.8,83
"9254","Cha shou",1981,92,6,22
"9269","Chain Gang Women",1971,85,3.4,18
"9272","Chain Lightning",1950,90,5.4,126
"9273","Chain Reaction",1996,106,5.1,5936
"9274","Chain Reaction, The",1980,92,4.9,82
"9275","Chain of Command",1994,98,4.2,69
"9276","Chain of Command",2000,96,4.6,299
"9293","Chairman, The",1969,93,5.2,143
"9302","Challenge of the Ninja",1986,86,3.1,14
"9307","Challenge, The",1982,113,5.4,323
"9323","Champ Against Champ",1983,88,7.1,10
"9346","Chan sam ying hung",1998,86,7.2,151
"9383","Chanoc y el hijo del Santo contra los vampiros asesinos",1981,85,9.3,7
"9388","Chao ji ji hua",1993,104,5.8,554
"9389","Chaos Factor, The",2000,95,4.5,109
"9409","Charcoal Black",1972,91,5.6,13
"9411","Charge of the Lancers",1954,73,4.7,17
"9412","Charge of the Light Brigade, The",1936,115,7.2,547
"9474","Charlie's Angels",2000,94,5.8,25705
"9475","Charlie's Angels: Full Throttle",2003,107,5,13990
"9504","Chase, The",1994,89,5.3,3224
"9537","Chat min yan",1975,92,6.4,5
"9581","Checkered Flag",1990,91,4.8,33
"9583","Checkered Flag, The",1962,110,2.3,5
"9594","Cheerleader Ninjas",2002,96,3.1,151
"9606","Chek",2000,110,5,5
"9607","Chek law dak gung",2002,90,5.4,651
"9628","Cheng shi lie ren",1993,105,6.2,919
"9629","Cheng shi te jing",1988,90,6.7,84
"9631","Cheong feng",1999,81,7.2,579
"9632","Cheong wong",2000,89,6.9,114
"9634","Cheongpung myeongwol",2003,100,5.9,157
"9635","Cheonnyeon ho",2003,92,5.8,179
"9636","Cheonsamong",2001,84,3.4,67
"9651","Cherry 2000",1987,95,4.7,1157
"9682","Chi trova un amico, trova un tesoro",1981,110,6.1,394
"9690","Chica de las bragas transparentes, La",1981,99,4,8
"9706","Chick Street Fighter",2001,88,2.1,14
"9752","Chik yeung tin sai",2002,106,6.8,1059
"9756","Chiklo gouyeung",1992,89,6,424
"9813","Chill Factor",1990,95,4.5,9
"9814","Chill Factor",1999,101,5,2542
"9825","Chin gei bin",2003,102,5.8,562
"9826","Chin se tai yang",1976,96,3,22
"9834","China Gate",1957,97,6.5,68
"9841","China O'Brien",1990,86,4.1,154
"9842","China O'Brien II",1991,82,4.3,64
"9845","China Seas",1935,87,6.8,213
"9847","China Sky",1945,78,5.9,38
"9849","China Town",1962,151,8.1,32
"9863","Chinese Hercules",1973,90,4.1,28
"9875","Chinos y minifaldas",1967,99,2.7,7
"9894","Chiu si hung yiu oi",1998,95,6.9,20
"9901","Choc, Le",1982,100,6.1,122
"9902","Choca, La",1974,94,4.4,8
"9916","Chojin gakuen Gowcaizer",1997,90,4.5,23
"9917","Chok-Dee",2005,105,6.6,12
"9920","Choker",2005,93,7.6,13
"9937","Chopping Mall",1986,77,4.3,488
"9952","Chosen Survivors",1974,130,4.6,34
"9955","Chou",1974,92,6.6,5
"9956","Chou lian hu an",1972,92,5.4,19
"9962","Chow tau yau liu",2001,99,7.1,12
"10008","Chrome and Hot Leather",1971,91,4.5,48
"10014","Chronicles of Riddick, The",2004,135,6.2,11438
"10033","Chuen jik sat sau",2001,102,6.8,1234
"10036","Chui ma lau",2002,98,6,71
"10045","Chung chung lieh t'u",1975,102,7.4,19
"10046","Chung fung dui ji no foh gaai tau",1996,98,7.1,172
"10048","Chungon satluk linggei",1994,90,6.7,52
"10053","Chura Liyaa Hai Tumne",2003,143,7.2,17
"10061","Chushingura gaiden yotsuya kaidan",1994,106,6.5,19
"10121","Cinco nacos asaltan Las Vegas",1987,106,7.3,6
"10144","Cinque del Condor, I",1985,90,5,20
"10162","Circle of Iron",1978,102,5.2,376
"10173","Circuit, The",2002,91,2.8,71
"10215","Citizen Toxie: The Toxic Avenger IV",2000,99,6.5,531
"10218","Cittadino si ribella, Il",1974,105,6.5,39
"10221","City Beneath the Sea",1953,87,5,68
"10225","City Heat",1984,93,5,1085
"10226","City Hunter: Ai to shukumei no Magnum",1989,87,7.9,31
"10229","City Limits",1985,86,2.8,209
"10256","City of Shadows",1986,92,4.7,5
"10259","City on Fire",1979,104,3.4,127
"10301","Clase z tropical",2000,6,9.8,5
"10306","Clash of the Ninjas",1986,90,6.4,5
"10307","Clash of the Titans",1981,118,6.3,3860
"10317","Class of 1984",1982,98,5.5,662
"10318","Class of 1999",1990,99,4.5,549
"10319","Class of 1999 II: The Substitute",1994,87,3.5,182
"10344","Clay Pigeon",1971,93,4.6,22
"10358","Clear and Present Danger",1994,141,6.8,13025
"10364","Clementine",2004,90,4.5,74
"10370","Cleopatra Jones",1973,89,5.2,348
"10371","Cleopatra Jones and the Casino of Gold",1975,94,5.2,125
"10380","Cliffhanger",1993,112,6,12434
"10390","Climb, The",2002,98,5.2,83
"10400","Clive of India",1935,94,7,45
"10401","Cloak & Dagger",1984,101,6.1,1134
"10417","Clones, The",1973,90,3.8,20
"10419","Close Call",2004,93,4.5,31
"10453","Clown, Der",2005,104,4,65
"10494","Coastwatcher",1989,94,5.4,30
"10497","Cobra",1986,73,4.2,5250
"10498","Cobra Mission",1985,85,3.5,23
"10501","Cobra nero",1987,85,3.8,61
"10507","Cocaine Wars",1985,110,3.8,31
"10523","Cockleshell Heroes, The",1955,97,6.4,164
"10540","Code Conspiracy, The",2001,97,6.1,123
"10541","Code Name Vengeance",1989,96,2.9,15
"10542","Code Name: Emerald",1985,95,5.8,142
"10543","Code Name: Wild Geese",1984,96,4.2,135
"10545","Code of Ethics",1999,114,2.7,17
"10546","Code of Silence",1985,101,5.4,504
"10547","Code of the Secret Service",1939,58,3.2,34
"10549","Codename: Silencer",1995,93,4.3,67
"10566","Coffy",1973,84,6.2,714
"10578","Col ferro e col fuoco",1962,112,5.2,5
"10597","Cold Heat",1989,85,3.4,19
"10605","Cold Steel",1987,91,4.2,114
"10614","Coldblooded",1995,92,6.6,872
"10615","Coldfire",1990,113,2.4,14
"10626","Collateral Damage",2002,108,5.2,8590
"10634","Collectors, The",1999,90,3.8,125
"10642","College Kickboxers",1990,89,2.3,20
"10649","Collision Course",1989,100,3.9,202
"10663","Color Me Dead",1969,97,5.6,18
"10678","Colors",1988,120,6.4,3192
"10685","Colpi di luce",1985,86,4.4,31
"10693","Colt Comrades",1943,67,6.1,25
"10705","Comancheros, The",1961,107,6.5,771
"10709","Comandos azules",1980,92,3.2,7
"10723","Come Back, Charleston Blue",1972,100,5.8,46
"10740","Come Spy with Me",1967,85,4.9,10
"10743","Come and Take it Day",2001,60,6.7,16
"10752","Come rubare la corona d'Inghilterra",1967,83,4.2,16
"10763","Comeback, The",1980,78,1.9,29
"10792","Coming Out Alive",1984,77,6.5,8
"10807","Commander, Der",1988,105,5,38
"10809","Commando",1985,75,5.7,10797
"10812","Commando Squad",1987,90,3.4,38
"10859","Comodines",1997,95,3.9,105
"10869","Company",2002,155,8.6,406
"10870","Company Business",1991,99,5.2,349
"10885","Complex World",1992,81,6.6,43
"10892","Complot, Le",1973,99,6.4,15
"10902","Comrades in Arms",1991,115,2.5,18
"10904","Comte de Monte Cristo, Le",1961,132,7.2,35
"10909","Con Air",1997,115,6.3,26642
"10912","Con la rabbia agli occhi",1976,98,4.4,33
"10914","Conan the Barbarian",1982,129,6.5,13624
"10915","Conan the Destroyer",1984,103,5.2,6839
"10935","Condition Red",1996,83,4.8,87
"10937","Condor, El",1970,102,5.6,134
"10938","Condorman",1981,90,4.8,609
"10957","Confessione di un commissario di polizia al procuratore della repubblica",1971,101,7,89
"11005","Congo",1995,109,4.4,8058
"11018","Conqueror, The",1956,111,3.3,364
"11026","Conquest of the Planet of the Apes",1972,88,5.5,2255
"11028","Conquista, La",1983,84,4.4,123
"11029","Conquistatore di Atlantide, Il",1965,93,4.5,15
"11057","Constantine",2005,121,6.4,11633
"11066","Contamination",1980,95,4.8,189
"11108","Convict 762",1997,97,2.8,76
"11116","Convoy",1978,106,5.7,1729
"11117","Convoyeur, Le",2004,95,6.6,175
"11120","Coogan's Bluff",1968,93,6.5,1301
"11143","Cool World",1992,102,4.1,3545
"11153","Coonskin",1975,83,6.4,125
"11159","Cop Target",1990,89,3.4,12
"11160","Cop on a Mission",2001,89,7.3,40
"11161","Cop-Out",1991,102,3.1,6
"11172","Coplan sauve sa peau",1968,110,3.9,13
"11173","Coplan, agent secret FX 18",1964,95,3.9,13
"11183","Cops and Robbersons",1994,93,4.4,1106
"11202","Core, The",2003,135,5.4,7860
"11204","Coriolano: eroe senza patria",1964,96,4.8,5
"11224","Cornman: American Vegetable Hero",2001,70,3.6,22
"11229","Coronado",2003,88,4.5,411
"11239","Corporate Ladder, The",1997,112,4.6,72
"11263","Corruptor, The",1999,99,5.5,4312
"11269","Corsaro nero, Il",1971,99,4.8,86
"11270","Corsaro nero, Il",1976,126,4.8,27
"11274","Cortigiana di Babilonia",1955,105,5.3,21
"11278","Cosa de brujas",2003,102,5.8,53
"11280","Cosacchi, I",1959,100,5,7
"11290","Cosmic Space Ninja",1997,34,6.3,6
"11307","Cotton Comes to Harlem",1970,97,6.2,204
"11328","Count of Monte Cristo, The",2002,134,7.4,13907
"11334","Counter Measures",1999,90,3.7,119
"11377","Couple gisant",1997,8,4.5,6
"11382","Courage Under Fire",1996,117,6.7,8884
"11387","Courier of Death",1984,77,7,6
"11418","Cover Me",1995,94,3.5,79
"11422","Cover Up",1991,87,3.3,193
"11428","Covert Action",1988,90,1.6,10
"11434","Cowboy Bebop: Tengoku no tobira",2001,116,7.5,3083
"11440","Cowboy Way, The",1994,102,5.1,1421
"11458","Coyote Summer",1996,93,5.9,36
"11465","Crack House",1989,90,4.6,30
"11479","Crackerjack",1994,96,3.7,177
"11481","Crackerjack 2",1996,96,2.7,69
"11482","Crackerjack 3",2000,97,4.8,29
"11490","Cradle 2 the Grave",2003,101,5.3,4164
"11504","Crash Point Zero",2000,89,2.8,97
"11505","Crash che botte!",1974,102,7.2,9
"11519","Crayon Shin-chan ankoku tamatama daitsuiseki",1997,100,5,20
"11523","Crazies, The",1973,103,5.7,669
"11537","Crazy Mama",1975,83,5.8,74
"11544","Crazy Six",1998,94,1.9,273
"11613","Crime Lords",1990,91,3.1,18
"11620","Crime Zone",1988,92,4.1,45
"11633","Crimebroker",1993,93,4.6,49
"11651","Criminal Hearts",1995,92,4.8,74
"11655","Criminal Minds",1998,88,6.5,6
"11656","Criminal Passion",1994,96,4,94
"11658","Criminal, The",1999,99,5.5,152
"11665","Crimson Ghost, The",1946,167,7,51
"11668","Crimson Pirate, The",1952,105,7.2,831
"11669","Crimson Romance",1934,71,4.8,11
"11670","Crimson Tide",1995,116,7.1,14033
"11675","Crippled Masters",1981,90,5,163
"11680","Crisis in the Kremlin",1992,85,4,16
"11690","Critical Mass",2000,92,4.1,86
"11716","Cronos",1993,94,6.6,1269
"11734","Cross",1987,87,6,5
"11743","Cross of Iron",1977,119,7.3,2587
"11747","Crosscut",1996,98,5.5,43
"11750","Crossfire",1998,90,5.6,17
"11768","Crossworlds",1996,90,5.1,496
"11774","Crow, The",1994,98,7.2,20290
"11775","Crow: City of Angels, The",1996,84,3.8,3656
"11776","Crow: Salvation, The",2000,102,4.9,1383
"11777","Crowd Roars, The",1932,68,6.4,103
"11780","Crowded Sky, The",1961,105,5.5,79
"11812","Crvena prasina",1999,105,5.3,85
"11830","Cry from the Mountain",1985,78,5.5,16
"11834","Cry in the Wild, A",1990,82,6.1,107
"11835","Cry of Battle",1963,99,5.3,31
"11844","Crying Freeman",1995,102,6.5,2372
"11867","Cuba",1979,122,5.5,318
"11899","Cuibul salamandrelor",1976,95,5.9,10
"11953","Curral de Mulheres",1982,99,5.1,26
"12001","Cut and Run",2004,14,9.1,10
"12002","Cut-Throats, The",1969,75,3.6,12
"12003","Cutaway",2000,104,5.1,390
"12006","Cutthroat Island",1995,119,5.1,3942
"12018","Cyber Vengeance",1995,90,3.1,33
"12019","Cyber-Tracker 2",1995,97,3.1,67
"12020","CyberTracker",1994,91,3.3,80
"12023","Cyberjack",1995,99,3.7,106
"12027","Cyborg",1989,86,3.8,2320
"12028","Cyborg 2",1993,99,3.2,700
"12030","Cyborg 3: The Recycler",1994,90,3.5,110
"12031","Cyborg Cop",1993,95,3,139
"12032","Cyborg Cop III",1995,94,2.9,37
"12033","Cyborg, il guerriero d'acciaio",1989,90,2.7,11
"12035","Cycle Savages, The",1969,82,4.6,43
"12036","Cycle Vixens",1978,80,3.3,16
"12038","Cyclone",1978,100,3.1,15
"12039","Cyclone",1987,89,3.3,99
"12047","Cypher",2002,95,7.2,3160
"12063","D'Artagnan contro i tre moschettieri",1963,90,4.9,5
"12066","D-Day the Sixth of June",1956,106,6.3,179
"12070","D.C. Cab",1983,100,4.4,689
"12071","D.E.B.S.",2003,11,6.9,80
"12072","D.E.B.S.",2004,91,6,300
"12074","D.I.L.",2002,77,5.7,16
"12091","Da Vinci's War",1993,94,3.8,25
"12096","Da jue dou",1971,98,5.8,16
"12097","Da mao xian jia",1995,108,5.9,63
"12099","Da mo mi zong",1976,90,6.7,8
"12102","Da sha shou",1972,94,6.2,11
"12103","Da sha xing yu xiao mei tou",1978,90,3.9,15
"12108","Da zui xia",1966,95,7.5,221
"12111","Daai laap mat taam 008",1996,89,6.9,235
"12176","Dai chushingura",1957,157,9.2,11
"12190","Daitozoku",1963,96,5,21
"12192","Dak miu mai shing",2001,87,5.8,1429
"12199","Dakota Bound",2001,90,5.7,11
"12207","Daleko ot Sankt-Peterburga",1992,79,7,6
"12216","Dallas Connection, The",1994,94,4.1,117
"12225","Dam Busters, The",1954,105,7.6,926
"12275","Dance of Shiva, The",1998,26,6.3,22
"12329","Dang doi lai ming",1983,100,7,137
"12330","Dang kou tan",1972,94,2.7,15
"12331","Dangan ranna",1996,82,7.1,173
"12333","Danger Ahead",1935,65,5.7,5
"12338","Danger Route",1968,92,5.1,21
"12341","Danger Zone",1996,92,4.2,149
"12343","Danger Zone II: Reaper's Revenge",1990,95,4.9,9
"12344","Danger Zone, The",1986,90,4.1,8
"12379","Dangerous Place, A",1995,91,4.5,64
"12380","Dangerous Prey",1995,93,3.5,74
"12387","Dangerous Venture",1947,59,6.5,18
"12393","Dangerous, The",1994,96,3.2,71
"12394","Dangerously Close",1986,88,4.4,71
"12396","Dangers of the Canadian Mounted",1948,156,6.2,12
"12401","Daniel Boone",1936,75,6.1,20
"12429","Dante's Peak",1997,104,5.6,9203
"12435","Dao",1995,101,7.2,427
"12439","Darby's Rangers",1958,121,6.1,143
"12443","Daredevil",2003,133,5.7,20642
"12445","Daredevil, The",1972,70,4.3,7
"12447","Daredevils of the Red Circle",1939,211,7.8,48
"12462","Dark Blue",2002,118,6.6,3882
"12469","Dark Confessions",1998,92,3.8,20
"12476","Dark Descent",2002,96,2.9,75
"12489","Dark Justice",2004,11,2.4,6
"12496","Dark Nova",1999,93,4.4,16
"12503","Dark Redemption, The",1999,35,4.8,62
"12513","Dark Side of the Moon, The",1990,85,4.3,190
"12517","Dark Sunday",1976,99,3.6,9
"12523","Dark Vengeance",1992,92,1.4,18
"12532","Darkdrive",1996,88,2.8,75
"12537","Darkest Africa",1936,269,5.2,14
"12541","Darkman",1990,96,6.1,6130
"12545","Darkness Minus Twelve",2004,12,8.9,8
"12551","Darktown Strutters",1975,90,4.9,29
"12556","Darna: Ang pagbabalik",1994,105,4.2,9
"12593","Daughter of Don Q",1946,167,7.8,12
"12633","Dawn Patrol, The",1930,108,7.1,70
"12637","Dawn of the Dead",1978,139,7.7,12621
"12638","Dawn of the Dead",2004,109,7.4,16283
"12647","Day After Tomorrow, The",2004,124,6.3,23749
"12676","Day of the Assassin",1979,95,4.6,20
"12688","Day of the Warrior",1996,96,3.1,130
"12699","Day the Women Took Over or I Was a Teenage Neo-Impressionist, The",2001,8,8.4,15
"12715","Daylight",1996,110,5.4,6979
"12722","Days of Thunder",1990,107,5.4,9660
"12742","De la part des copains",1970,94,5,165
"12754","Dead Aim",1987,88,4.4,17
"12756","Dead Badge",1995,95,5.5,33
"12757","Dead Bang",1989,102,5.4,526
"12763","Dead Boyz Can't Fly",1994,102,2,39
"12767","Dead Cold",1995,91,4.7,64
"12771","Dead Don't Dream, The",1948,62,6.9,24
