"","title","year","length","rating","votes"
"35267","My Feminism",1997,55,4.3,6
"35272","My Flesh and Blood",2003,83,8.8,239
"35279","My Friend Paul",1999,58,6.3,23
"35285","My Generation",2000,103,6.9,66
"35298","My Khmer Heart",2000,95,6.4,11
"35300","My Knees Were Jumping: Remembering the Kindertransports",1996,76,7.3,7
"35307","My Life with Count Dracula",2003,74,1.1,23
"35323","My Mother India",2001,52,6.2,11
"35359","My Tango with Porn",2003,40,2,11
"35364","My Uncle Berns",2003,88,6.1,8
"35378","Myster General, The",2002,53,9.1,7
"35381","Mysteries from Beyond Earth",1975,105,4.2,10
"35382","Mysteries of Egypt",1998,38,6.5,151
"35392","Mysterious Monsters, The",1976,86,5.1,43
"35430","Mystery of the Maya",1995,38,6.3,28
"35435","Mystic India",2004,40,9,9
"35443","Myth of the Liberal Media, The",1998,60,6.8,28
"35446","N Is a Number",1993,57,8.5,10
"35447","N!ai, the Story of a K!ung Woman",1980,59,7.2,5
"35449","N-Word, The",2004,86,5,15
"35452","NASCAR 3D: The IMAX Experience",2004,40,7,167
"35482","Nach Saison",1997,125,3.1,10
"35483","Nach dem Fall",1999,85,7.9,27
"35523","Nadie escuchaba",1984,117,8.2,24
"35551","Nails",1979,13,7.8,8
"35553","Naisenkaari",1997,52,5.1,11
"35561","Naked",1999,40,5.3,21
"35577","Naked Fame",2004,84,6.1,9
"35593","Naked Making Lunch",1992,52,7.6,26
"35598","Naked Pavement",1998,17,5.6,15
"35604","Naked States",2000,80,6.6,151
"35610","Naked Yoga",1974,24,8.4,5
"35618","Nakreceni, czyli szolbiznes po polsku",2003,78,5.7,7
"35629","Name of this Film Is Dogme95, The",2000,50,3.3,74
"35663","Nanook of the North",1922,79,7.6,846
"35676","Naqoyqatsi",2002,89,6.9,575
"35707","Nasser 56",1996,142,5.6,21
"35720","Nat Turner: A Troublesome Property",2003,58,7.2,6
"35736","Nation Builds Under Fire, A",1967,40,2.1,8
"35766","Natural Disasters: Forces of Nature",2003,40,5.8,22
"35769","Natural History of the Chicken, The",2000,60,7.5,86
"35770","Natural Wonders of the West",1938,9,6.2,5
"35802","Navajo",1952,70,5.1,7
"35806","Naval Apprentices at Sail Drill on Historic Ship 'Constellation'",1900,2,2.9,6
"35832","Nazi Officer's Wife, The",2003,90,7.5,42
"35834","Nazis Strike, The",1943,41,7.8,68
"35835","Nazis: The Occult Conspiracy",1998,104,6.6,23
"35850","Near Death",1989,358,8.8,8
"35883","Nederlands in 7 lessen",1948,79,7.5,23
"35893","Negro Leagues Baseball",1946,8,6.2,11
"35894","Negro Soldier, The",1944,43,6.8,29
"35896","Negroes with Guns: Rob Williams and Black Power",2004,67,8.6,5
"35903","Neighbours",1952,8,8.5,99
"35929","Nelson Freire",2003,102,7.7,28
"35930","Nem Gravata, Nem Honra",2001,70,7.7,7
"35932","Nema-ye Nazdik",1990,100,8.6,361
"35984","Nettezza urbana",1948,9,7.3,14
"35988","Netz, Das",2004,121,5.5,8
"36050","Neverland: The Rise and Fall of the Symbionese Liberation Army",2004,86,7,88
"36054","Nevinost bez zastite",1968,75,6.8,31
"36069","New Face of Debbie Harry, A",1982,30,9,9
"36073","New Frontier, The",1934,10,5,9
"36097","New Spirit, The",1942,7,6.6,32
"36110","New York City 'Ghetto' Fish Market",1903,2,4.4,17
"36111","New York City... Come Visit the World",1998,14,3.8,10
"36116","New York Lightboard Record",1961,9,5.9,9
"36121","New York Subway",1905,5,5.2,31
"36123","New York Yankees (The Movie)",1987,96,8.4,24
"36125","New York in the 50's",2001,72,5.9,16
"36126","New York, Broadway et Union Square",1896,1,6,69
"36129","New York, pont de Brooklyn",1896,1,5.1,24
"36139","News Parade of 1934!, The",1934,10,6.2,9
"36187","Ni tsutsumarete",1992,40,6.6,5
"36195","Niagara: Miracles, Myths and Magic",1986,41,6.4,34
"36196","Nian ni ru xi",1997,43,6.9,7
"36214","Nice Time",1957,17,6,11
"36229","Nick Name & the Normals",2004,75,4.1,7
"36241","Nickelodeon Days",1962,103,6.3,5
"36242","Nico Icon",1995,67,6.7,175
"36254","Nie wiem",1977,47,2.7,6
"36259","Nietos (Identidad y memorial)",2004,75,6.7,6
"36323","Night Mail",1936,25,7,97
"36370","Night Waltz: The Music of Paul Bowles",2000,89,5.5,15
"36392","Night in Havana: Dizzy Gillespie in Cuba, A",1988,84,8.5,6
"36436","Night of the Living Dead: 25th Anniversary Edition",1993,83,4.3,56
"36514","Niki de Saint Phalle: Wer ist das Monster - du oder ich?",1996,93,8.3,14
"36532","Nina Hagen = Punk + Glory",1999,100,6.1,18
"36538","Nine Good Teeth",2003,75,7.2,23
"36552","Ningen Johatsu",1967,130,7.5,23
"36606","Nitrate Kisses",1992,67,5.9,13
"36635","No Dumb Questions",2001,24,8.1,9
"36662","No Maps for These Territories",2000,89,6.8,69
"36673","No Nukes",1980,103,5.9,40
"36693","No Quarto da Vanda",2000,179,7.9,42
"36756","Noam Chomsky: Personal Influences",1994,28,9.4,6
"36760","Noble Sissle and Eubie Blake",1923,3,5.3,6
"36770","Nobody's Business",1996,60,7.7,60
"36813","Nogent, Eldorado du dimanche",1929,16,7.4,10
"36816","Nohoi oron",1998,94,7.3,41
"36838","Nomi Song, The",2004,96,6.9,64
"36882","Normaal - Ik kom altied weer terug",2001,82,6.2,29
"36887","Norman Jewison, Filmmaker",1971,50,6.8,6
"36901","North Sea",1938,32,6,6
"36911","North of Superior",1971,18,8.3,13
"36926","Northward, Ho!",1940,10,5.3,6
"36935","Nos amis de la banque",1997,85,6.8,5
"36942","Nosey Parker",2003,104,7.9,25
"36957","Nostri anni, I",2000,88,3.7,21
"36962","Not Angels But Angels",1994,80,5.8,24
"36966","Not Bad for a Girl",1996,90,5.7,17
"36979","Not a Love Story: A Film About Pornography",1981,69,5.5,43
"36989","Notes from Under the Volcano",1984,56,5.6,6
"37022","Notre Dame de la Croisette",1981,53,5.5,11
"37036","Notti porno nel mondo",1977,80,2.5,9
"37056","November Days",1991,129,8,9
"37077","Now",1965,5,7.6,13
"37128","Nudo e crudele",1984,96,3.1,5
"37150","Nuit et brouillard",1955,32,8.1,1268
"37170","Number Our Days",1976,28,8.7,6
"37174","Nummer 14 Johan Cruijff",1973,90,6.5,25
"37191","Nuremberg",1996,50,8.4,5
"37192","Nuremberg Trials",1947,58,6.4,16
"37221","Nye scener fra Amerika",2003,35,7.4,13
"37232","O Canada!",1982,18,6.7,42
"37250","O.J. Simpson: Juice on the Loose",1974,47,6.8,12
"37256","OT: Our Town",2002,76,7.1,77
"37290","Observations Under the Volcano",1984,82,5,15
"37298","Obyknovennyj prezident",1996,54,9,5
"37299","Obyknovennyy fashizm",1965,82,8.7,59
"37318","Ocean Men: Extreme Dive",2001,40,6.3,22
"37322","Ocean Wonderland",2003,44,5.3,10
"37346","Ocularist",2003,9,7.4,23
"37361","Odessa Odessa",2005,96,5.8,13
"37390","Oeil de Vichy, L'",1993,110,7.1,45
"37402","Of Civil Wrongs & Rights: The Fred Korematsu Story",2000,60,4.9,9
"37430","Off the Menu: The Last Days of Chasen's",1997,90,5.2,101
"37455","Offspring",2001,55,7.9,13
"37502","Oh, uomo",2004,71,7,5
"37514","Oil Factor: Behind the War on Terror, The",2004,93,9.2,12
"37516","Oil on Ice",2004,56,9.3,6
"37538","Okay for Sound",1946,20,6.1,18
"37605","Old New Orleans",1940,9,6.3,5
"37610","Old Place, The",1998,49,7,17
"37621","Old Spanish Custom, An",1932,10,5,7
"37643","Olive Thomas: The Most Beautiful Girl in the World",2003,58,4.4,8
"37659","Olivier Blanckart: La galerie des urgences",1992,28,7.4,6
"37689","Olympic Events",1932,10,4.2,8
"37691","Olympic Glory",1999,40,5.6,22
"37715","On Any Sunday",1971,96,7.1,217
"37716","On Any Sunday II",1981,90,6.5,10
"37727","On Location with: FAME",1980,12,5.9,9
"37728","On Location: 'Where Eagles Dare'",1968,13,6.2,52
"37729","On Location: Dustin Hoffman",1971,26,5.9,5
"37737","On Tiptoe: The Music of Ladysmith Black Mambazo",2000,58,7.4,11
"37763","On the Bowery",1957,65,5.3,16
"37764","On the Bridge",1992,95,6.5,5
"37765","On the Bus",2001,97,4.8,35
"37789","On the Ropes",1999,94,7.5,143
"37793","On the Trail of the Iguana",1964,14,6.7,31
"37822","Once Upon a Wheel",1968,60,4.5,5
"37840","Onde a Terra Acaba",2001,75,7.5,26
"37841","Ondergrondse orkest, Het",1998,108,7.1,31
"37847","One Against the World",1939,11,5.3,9
"37858","One Day in September",2000,94,7.6,1186
"37864","One Dollar (El precio de la vida)",2001,63,8.4,9
"37866","One Dollar Diary, The",2001,96,2.4,30
"37909","One Man Show: A Musical Documentary",2004,74,6.9,14
"37939","One P.M.",1972,90,5.2,21
"37953","One Survivor Remembers",1995,39,6.5,22
"37980","One by One",1975,100,8.7,12
"37985","One of Five",2002,28,7.5,8
"38026","Only the Strong Survive",2002,95,6.6,62
"38041","Oog boven de put, Het",1988,94,7.2,7
"38048","Op de fiets naar Hollywood",1993,120,1.8,6
"38060","Open Mic",2000,53,7.4,7
"38095","Operation Dirty Dozen",1967,9,6.2,42
"38104","Operation Raintree",1957,5,5.3,14
"38110","Operation Teahouse",1956,5,4.2,9
"38150","Ora sola ti vorrei, Un'",2002,55,5.9,8
"38213","Original Cast Album-Company",1970,58,8.8,37
"38215","Original Kings of Comedy, The",2000,115,6.1,1386
"38218","Original Schtick",1999,55,9.7,7
"38223","Origines du SIDA, Les",2003,91,8.4,40
"38230","Orlan, carnal art",2001,75,5.2,6
"38233","Ornette: Made In America",1985,85,7.8,5
"38237","Oro nazi en Argentina",2004,93,8.2,5
"38252","Orson Welles: The One-Man Band",1995,90,6.8,62
"38254","Orwell Rolls in His Grave",2003,103,7.3,196
"38259","Osaka Story: A Documentary",1994,75,5.7,7
"38264","Oscar",2004,56,8.8,5
"38326","Other Final, The",2003,79,7.8,87
"38327","Other Hollywood, The",1999,85,7.3,17
"38332","Other Side of AIDS, The",2004,87,6.7,7
"38347","Other Worlds",2004,90,6.7,13
"38392","Our Country",2002,38,9.2,6
"38402","Our House",2003,83,8,17
"38403","Our House: A Very Real Documentary About Kids of Gay & Lesbian Parents",2000,57,8.7,10
"38410","Our Marilyn",1987,27,8.5,8
"38448","Out at Work",1997,56,8.3,10
"38458","Out of Breath",2000,30,6.1,10
"38466","Out of Our Dens: The Richard and the Young Lions Story",2004,47,9.8,8
"38477","Out of This World",1954,20,3.4,21
"38481","Out of the Closet, Off the Screen: The Life of William Haines",2001,45,3,7
"38489","Out of the Past",1998,97,7,51
"38490","Out of the Present",1995,96,6.5,30
"38503","Out: Stories of Lesbian and Gay Youth in Canada",1994,79,6.4,19
"38511","Outdoorsmen",2002,64,8.8,15
"38514","Outer Space Connection, The",1975,94,5.2,15
"38520","Outfoxed: Rupert Murdoch's War on Journalism",2004,88,7.8,1382
"38560","Over alle hav",1958,96,5.9,11
"38587","Overnight",2003,82,7.5,101
"38624","P mesle pelican",1972,25,9.7,6
"38642","P4W Prison for Women",1981,81,6.2,5
"38671","Pack Train at Chilkoot Pass",1898,1,5.5,57
"38689","Paddle to the Sea",1966,28,8,41
"38741","Painters Painting",1972,116,7.6,23
"38743","Painting the Town",1992,78,4.8,12
"38818","Panama Deception, The",1992,91,7.4,181
"38868","Panorama of Esplanade by Night",1901,1,4.4,14
"38870","Panorama of Riker's Island, N.Y.",1903,2,3.7,6
"38910","Paper Chasers",2003,80,7.9,5
"38911","Paper Clips",2004,82,8.4,86
"38923","Paperboys",2001,41,7,16
"38938","Pappa & jag",2000,41,7.1,7
"38947","Par coeur",1998,79,7.4,7
"38971","Paradise Bent: Boys Will Be Girls in Samoa",1999,51,8.2,5
"38991","Paradzhanov",1998,60,2.3,6
"38992","Paragraph 175",2000,75,8,295
"38995","Paraiso",2003,96,9.2,8
"38996","Parajanov: The Last Spring",1992,55,8.8,22
"38998","Parallel Lines",2004,98,7.2,27
"39028","Pardon My Blooper",1974,75,6.9,6
"39046","Parents of the Year",2004,21,7.8,6
"39058","Paris",1998,97,6.4,10
"39061","Paris 1900",1948,74,7,20
"39070","Paris Is Burning",1990,71,7,340
"39071","Paris On Parade",1938,9,5.3,11
"39074","Paris Was a Woman",1995,75,7.2,27
"39076","Paris la belle",1959,24,6.6,5
"39103","Paroles d'assistantes maternelles",1983,29,7.3,5
"39119","Partigiani",1997,62,6.2,6
"39123","Partisans of Vilna",1986,130,9,16
"39143","Party Monster",1998,57,6.5,112
"39166","Pas vu, pas pris",1998,90,8.2,45
"39222","Passin' It On",1993,57,5.7,6
"39267","Pasternak",1965,9,7.1,21
"39276","Pat Neal Is Back",1968,9,6.1,11
"39289","Paternal Instinct",2004,74,8.1,14
"39302","Patio 29: Historias de silencio",1998,84,4.2,29
"39330","Patu!",1983,112,7.7,7
"39335","Paul Bowles: The Complete Outsider",1995,57,7.4,8
"39339","Paul Monette: The Brink of Summer's End",1996,90,7.2,41
"39340","Paul Robeson: Tribute to an Artist",1979,30,7.5,23
"39341","Paul Tomkowicz: Street-railway Switchman",1954,9,7.7,9
"39347","Paulina",1998,88,7.5,18
"39383","Paying the Price: Killing the Children of Iraq",2000,75,8.1,18
"39388","Pays des sourds, Le",1992,99,6.6,66
"39393","Pea Soup",1979,94,3.8,10
"39394","Peace Is Every Step: Meditation in Action: The Life and Work of Thich Nhat Hanh",1998,60,4.4,13
"39397","Peaceable Kingdom",2004,70,9.8,16
"39406","Peanuts to the Presidency",1978,75,7.2,9
"39436","Pedal",2001,52,7.6,8
"39475","Pelota vasca. La piel contra la piedra, La",2003,417,7.2,209
"39481","Pen Point Percussion",1951,6,6.8,6
"39533","People Say I'm Crazy",2003,84,7.5,18
"39538","People of the Wind",1976,110,7.5,20
"39547","Peperina",1995,93,1.6,17
"39586","Perfect Candidate, A",1996,105,7.2,79
"39624","Perfect moment - L'aventure continue",2003,100,6.8,11
"39627","Perfekte menneske, Det",1967,13,7.2,111
"39644","Perkele! Kuvia Suomesta",1971,96,7.4,32
"39675","Persona Non Grata",2003,67,6,126
"39685","Personality Parade",1938,20,6.4,7
"39687","Personals, The",1999,40,4.6,8
"39690","Persons of Interest",2004,63,8,34
"39694","Perverse Preachers, Fascist Fundamentalists and Kristian Kiddie Kooks",1991,120,8.2,10
"39695","Perversion for Profit",1965,29,3.5,14
"39802","Peuple migrateur, Le",2001,92,8,3085
"39803","Peuple singe, Le",1989,85,7.3,19
"39904","Photographe",1895,1,4.8,28
"39909","Photos to Send",2002,88,7,8
"39920","Pianeta azzurro, Il",1981,83,9.2,8
"39931","Piata Universitatii - Romania",1991,72,9.4,14
"39981","Picture People No. 10: Hollywood at Home",1942,9,5.8,6
"39985","Picture This: The Times of Peter Bogdanovich in Archer City, Texas",1991,58,7.5,8
"39988","Picture of Light",1994,83,6,42
"39990","Pictures at an Exhibition",1972,91,9.3,10
"39991","Pictures from a Revolution",1992,93,9.3,6
"39994","Pie in the Sky: The Brigid Berlin Story",2000,75,7.3,66
"40016","Piedra sobre piedra",2004,60,8.7,6
"40024","Pier Paolo Pasolini e la ragione di un sogno",2001,90,5.4,14
"40030","Pierre and Gilles, Love Stories",1997,57,3.8,6
"40073","Pilgrimage",2001,18,5.2,12
"40086","Pin Gods",1996,82,9,5
"40109","Pink Floyd London '66-'67",1967,30,7.8,5
"40111","Pink Floyd: Live at Pompeii",1972,59,7.8,788
"40168","Pinochet's Children",2002,83,7.4,8
"40249","Pitcairn Island Today",1935,10,6.2,17
"40250","Pitch",1997,81,6.3,75
"40256","Pitra, Putra Aur Dharamyuddha",1994,120,7.1,11
"40269","Pizza Man",2004,10,8,14
"40281","Place Called Chiapas, A",1998,89,6.7,52
"40288","Place to Stand, A",1967,17,6.9,10
"40289","Place, La",2001,28,8.8,5
"40301","Plagues and Pleasures on the Salton Sea",2004,86,9,22
"40316","Plan for Destruction",1943,22,7,18
"40337","Planning familial",1990,30,7.2,5
"40343","Plaster Caster",2001,90,6.2,23
"40427","Please Kill Mr. Kinski",1999,9,6.8,34
"40468","Plow That Broke the Plains, The",1936,28,6.4,60
"40548","Poeta nel Cinema: Andreij Tarkovskij, Un",1984,65,7.3,5
"40552","Poetry in Motion",1982,91,8.4,21
"40570","Point of Order",1964,93,8,75
"40574","Point, The",1978,48,7,34
"40589","Poker Kings",2004,52,5.6,5
"40604","Polar Outpost",1957,15,6.1,7
"40608","Poles Apart",2000,86,7.8,10
"40634","Polissons et galipettes",2002,69,6.7,56
"40703","Poor Man's Dope",2003,41,3.1,11
"40709","Pop & Me",1999,91,6.3,67
"40717","Popcorn",1969,85,4.4,14
"40749","Por primera vez",1967,9,7,15
"40812","Porn",1994,10,6.3,16
"40813","Porn Star: The Legend of Ron Jeremy",2001,80,6.6,685
"40827","Port of Last Resort, The",1998,79,8.2,27
"40846","Portishead live in N.Y.",1997,93,9,130
"40858","Portrait of Jason",1967,105,7.8,15
"40861","Portrait of a Genius",1943,10,6.4,8
"40905","Post No Bills",1992,57,6,24
"40913","Postcards from the Future: The Chuck Palahniuk Documentary",2003,90,7.8,34
"40940","Poto and Cabengo",1979,76,6.1,25
"40956","Pour la suite du monde",1963,84,8.6,38
"40975","Powaqqatsi",1988,99,7.2,962
"40988","Power Trip",2003,86,7.7,61
"40990","Power and Terror: Noam Chomsky in Our Times",2002,98,6.8,142
"40992","Power and the Land",1940,38,7.3,17
"41005","Powers of Ten",1977,9,8.3,116
"41035","Pravda",1970,58,3.9,9
"41056","Precious Images",1986,8,9.2,64
"41072","Pregnant Moment, A",1999,24,4.5,6
"41083","Prelude to War",1943,53,7.7,118
"41094","Preminger: Anatomy of a Filmmaker",1991,119,7.9,17
"41102","Prerokbe Ognja",1996,90,8.1,14
"41109","President McKinley Taking the Oath",1901,1,3.8,9
"41110","President McKinley and Escort Going to the Capitol",1901,2,3.5,6
"41111","President McKinley at Home",1897,1,4.9,62
"41112","President Roosevelt at the Dedication Ceremonies, Saint Louis Exposition",1903,1,3.6,5
"41114","President Versus David Hicks, The",2004,81,7.3,7
"41133","Presumed Guilty: Tales of the Public Defenders",2002,116,6.8,8
"41144","Pretty Boys",2002,47,5.9,5
"41157","Preventive Warriors",2004,56,9,12
"41169","Price for Peace",2002,88,8.1,39
"41207","Primary",1960,60,7.1,74
"41212","Primate",1974,105,7.5,12
"41230","Primiti Too Taa",1988,6,8,14
"41233","Primitive Pitcairn",1935,10,6.6,6
"41266","Prince's Trust Rock Gala, The",1982,90,8.1,11
"41301","Pripyat",1999,100,7.6,17
"41302","Prisioneiro da Grade de Ferro, O",2004,123,7.6,40
"41313","Prisoner of Paradise",2002,96,7.2,72
"41334","Private Conversations",1986,82,5.7,18
"41338","Private Dicks: Men Exposed",1999,56,3.6,17
"41354","Private Life of a Cat, The",1944,22,7.8,21
"41398","Procedure 769: Witnesses to an Execution",1995,85,6.8,17
"41402","Processen",2003,14,8.1,17
"41438","Profils paysans: l'approche",2001,88,6.7,8
"41439","Profils paysans: le quotidien",2005,83,5.6,7
"41453","Project Grizzly",1996,72,7.1,126
"41470","Prologue: The Artist Who Did Not Want to Paint",1965,13,6.4,6
"41471","Prom Fight: The Marc Hall Story",2002,60,6.7,19
"41489","Promises",2001,106,8.5,453
"41501","Prophecies of Nostradamus",1979,100,5,12
"41523","Protagonists, The",1999,92,5.1,24
"41532","Proteus",2004,60,6.9,16
"41617","Public Enemy",1999,87,5.6,33
"41622","Public Housing",1997,200,6.1,22
"41642","Puerto de Barcelona, El",1966,20,5.4,61
"41648","Puisi tak terkuburkan",2000,90,7.7,8
"41656","Pull Out",2003,69,6.9,13
"41664","Pulse: A Stomp Odyssey",2002,40,8.5,62
"41667","Pumping Iron",1977,85,6.6,1167
"41668","Pumping Iron II: The Women",1985,107,4.7,80
"41688","Punk and Its Aftershocks",1980,85,7.5,6
"41752","Purple Triangles",1991,25,8.1,22
"41779","Put More Blood Into the Music",1987,120,9.6,5
"41781","Put the Camera on Me",2003,70,8.9,43
"41920","Queen Is Crowned, A",1953,79,6.5,11
"41935","Queen of the Whole Wide World",2001,82,8.2,15
"41941","Queen, The",1968,68,7.7,19
"41943","Queen: The Making of an American Beauty",2000,91,6.7,10
"41970","Quest for the Lost Tribes",1999,100,6.1,5
"41973","Quest, The",2003,80,7.3,7
"41996","Quicker'n a Wink",1940,10,7.7,23
"42012","Quiet One, The",1948,65,6,9
"42052","REW-FFWD",1994,31,7.7,6
"42056","Ra",1972,96,6.5,54
"42058","Raam Ke Naam",1992,90,7.7,9
"42085","Rabindranath Tagore",1961,54,6.7,10
"42097","Race the Wind",1989,39,6.4,6
"42098","Race to Save 100 Years, The",1997,57,8.2,30
"42107","Rachel's Daughters: Searching for the Causes of Breast Cancer",1997,106,1.4,8
"42134","Radio Bikini",1987,56,7.1,41
"42140","Radio Hams",1939,10,6.6,13
"42153","Radium City",1987,110,8.9,7
"42208","Rage: 20 Years of Punk Rock West Coast Style",2001,67,6.6,12
"42254","Rain, Drizzle, and Fog",1998,49,9.8,9
"42264","Rainbow Man/John 3:16, The",1997,41,7.5,15
"42272","Rainer Werner Fassbinder, 1977",1977,28,8.1,5
"42313","Ralph Bunche: An American Odyssey",2001,117,6.1,5
"42314","Ralph Ellison: An American Journey",2002,87,5.4,8
"42316","Ram Dass, Fierce Grace",2001,93,7.1,37
"42328","Ramones Raw",2004,105,7.8,24
"42335","Ramses",2002,70,7.1,47
"42366","Raoni",1978,84,5.9,7
"42385","Raquetteurs, Les",1958,15,6.3,24
"42396","Rashi: A Light After the Dark Ages",1999,65,6.7,7
"42421","Rate It X",1985,93,5,12
"42423","Rated X: A Journey Through Porn",2000,92,2.6,15
"42428","Rats & Bullies",2004,102,8.6,8
"42455","Ravel's Brain",2001,52,3.6,5
"42464","Ravi Shankar: Between Two Worlds",2001,90,8,7
"42470","Raw Deal: A Question of Consent",2001,90,5.6,33
"42492","Raymundo",2002,127,8.9,11
"42524","Real Bruce Lee, The",1973,120,7.1,42
"42525","Real Cancun, The",2003,96,2.8,1504
"42527","Real Dirt on Farmer John, The",2005,82,8.5,12
"42533","Real John Lennon, The",2000,90,7.6,6
"42538","Real McCoy, The",1999,92,5.6,110
"42554","Rear Gunner, The",1943,26,4.3,31
"42562","Reassemblage",1982,40,5.7,21
"42578","Rebels with a Cause",2000,110,7.1,13
"42588","Reckless Indifference",2000,94,7.9,25
"42600","Reconstruction",1995,21,8.4,13
"42733","Refren",1972,11,5.9,18
"42746","Regen",1929,12,7.1,69
"42751","Regi Andrej Tarkovskij",1988,97,7.7,74
"42762","Regret to Inform",1998,72,7.4,111
"42763","Regular Frankie Fan, A",2000,72,6.4,27
"42813","Relics: Einstein's Brain",1994,65,6.2,16
"42821","Reluctant Prophet",1995,42,8.5,6
"42874","Rendevous unterm Nierentisch",1987,89,4.4,11
"42882","Rendez-vous du diable, Les",1958,80,7,6
"42902","Reno Finds Her Mom",1998,89,2.8,21
"42903","Reno: Rebel Without a Pause",2002,75,3.1,10
"42931","Report from the Aleutians",1943,47,6.4,15
"42939","Reprise",1996,192,8.6,14
"42955","Rerum novarum",2001,82,8.8,8
"42957","Resan",1987,873,5.5,12
"42968","Reshimat Ahava",2000,90,9.2,6
"42971","Resident Alien",1990,85,6.1,11
"42975","Resist!: To Be with the Living",2004,90,6.6,10
"42979","Resisting Paradise",2003,80,6.6,8
"42984","Responsive Eye, The",1966,30,4.8,11
"42992","Restless Conscience: Resistance to Hitler Within Germany 1933-1945, The",1991,113,7.4,5
"43028","Return Engagement",1983,90,5.7,13
"43053","Return of Ruben Blades, The",1985,82,4.3,6
"43104","Return to the Edge of the World",1978,85,6.8,29
"43105","Return with Honor",1998,102,8.5,91
"43160","Revolution OS",2001,85,7.1,279
"43196","Rhythm Is It!",2004,100,7.6,104
"43214","Riben guizi",2001,160,7.5,15
"43215","Rice & Potatoes",1998,58,4.7,14
"43217","Rice They Carried, The",2004,36,8.8,8
"43231","Richard Lester!",1998,31,2.6,11
"43232","Richard Pryor Here and Now",1983,83,6.1,162
"43233","Richard Pryor Live on the Sunset Strip",1982,82,7.1,247
"43234","Richard Pryor: Live and Smokin'",1985,48,4.6,54
"43235","Richard Pryor: Live in Concert",1979,78,7.7,334
"43304","Riding Giants",2004,105,7.7,511
"43313","Riding the Rails",1997,72,6,24
"43321","Rien que les heures",1926,45,7,16
"43371","Ring of the Buddha, The",2000,92,5.2,8
"43376","Ringens disipler",2004,25,6,21
"43379","Ringers: Lord of the Fans",2005,97,7.1,45
"43401","Rio de Jano",2003,73,8.2,12
"43406","Riot On!",2004,75,5.3,29
"43419","Ripley's Believe It or Not!",1981,60,5.4,6
"43438","Rising Low",2002,88,6.9,36
"43446","Risk/Reward",2003,88,7.9,20
"43463","Ritterinnen, Die",2003,96,5.9,21
"43495","River, The",1938,31,6.5,81
"43500","Rivers and Tides",2001,92,8.1,445
"43534","Road to Dracula, The",1999,35,6.7,59
"43536","Road to Elsewhere, A",1999,54,6.9,7
"43539","Road to God Knows Where, The",1990,90,6.3,25
"43554","Road to Sundance",2000,50,4,8
"43556","Road to Victory",1944,10,5.4,10
"43582","Roar: Lions of the Kalahari",2003,40,8.2,14
"43596","Robbie Williams: Nobody Someday",2002,99,6,71
"43602","Robert Capa: In Love and War",2003,90,7.4,43
"43611","Roberto Rossellini: Frammenti e battute",2000,65,8,9
"43633","Robinson in Space",1997,82,6.9,36
"43656","Rocha que Voa",2002,94,7.1,21
"43658","Rock 'N' Roll Goldmine: The Sixties",1986,39,6,10
"43663","Rock 'n' Roll Junkie",1994,90,6.5,25
"43669","Rock Hudson's Home Movies",1992,63,5.8,59
"43672","Rock School",2005,93,5.3,39
"43676","Rock the Boat",1998,89,5.4,19
"43689","Rocket Brothers",2003,87,7.2,66
"43699","Rockets Redglare!",2003,89,5.7,27
"43710","Rockshow",1980,105,6.5,34
"43741","Roger",1996,32,8,5
"43742","Roger & Me",1989,91,7.7,7674
"43743","Roger Corman: Hollywood's Wild Angel",1977,60,4.6,9
"43782","Rolling",1997,93,1.7,7
"43784","Rolling Stones Rock and Roll Circus, The",1996,65,7.7,133
"43928","Rosa dei nomi, La",1987,61,4.9,7
"43939","Rosas danst rosas",1997,57,7.4,8
"43991","Rosy-Fingered Dawn: a Film on Terrence Malick",2002,90,6,16
"44018","Rough South of Larry Brown, The",2002,85,3.4,20
"44028","Rouli-roulant",1966,16,8.2,7
"44039","Route 181: Fragments of a Journey in Palestine-Israel",2004,270,5.9,28
"44041","Route 66: Ein amerikanischer Albtraum",2004,104,7,20
"44042","Route One USA",1989,240,6.4,22
"44053","Rowan & Martin at the Movies",1968,11,5.6,29
"44058","Rowlandson's England",1955,11,7.4,5
"44065","Royal Academy, The",2004,60,7.8,6
"44093","Rubios, Los",2003,89,5.7,49
"44107","Rudolph Valentino and His 88 American Beauties",1923,13,4.1,9
"44113","Rudyland",2001,52,6.3,12
"44147","Rumble in the Jungle, The",1974,80,8.5,26
"44151","Rumi: Poet of the Heart",1998,58,6.1,5
"44202","Running Fence",1978,58,8.4,14
"44226","Running on the Sun: The Badwater 135",2000,100,8,45
"44231","Rupa u dusi",1994,52,7.6,7
"44240","Rural Life in Maine",1930,12,5.8,10
"44255","Rush to Judgment",1967,98,7.9,19
"44276","Rust Never Sleeps",1979,103,7,152
"44287","Ruthie and Connie: Every Room in the House",2002,56,5.8,19
"44323","S.P.I.T.: Squeegee Punks in Traffic",2001,80,6.8,15
"44360","Sabotier du Val de Loire, Le",1955,26,7,13
"44371","Sache der Natur, Eine",1999,20,6.6,5
"44380","Sacred Planet",2004,47,5.6,13
"44381","Sacrifice",1999,90,5.6,21
"44384","Sad Song of Yellow Skin",1970,59,7.9,6
"44400","Sadness",1999,52,5.6,7
"44441","Sagolandet",1988,177,6.5,34
"44446","Sahara Marathon",2004,55,7.8,11
